INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechEff,,,,,,
,,,,,,
Region,sector.name,subsector.name,technology,year,minicam.energy.input,efficiency
KA,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
KL,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
LA,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
LD,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
MH,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
ML,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
MN,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
MP,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
MZ,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
NL,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
OD,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
PB,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
PC,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
RJ,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
SK,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
TN,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
TR,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
TS,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
UK,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
UP,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
WB,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
AN,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
AP,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
AR,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
AS,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
BR,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
CG,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
CH,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
DD,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
DL,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
DN,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
GA,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
GJ,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
HP,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
HR,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
JH,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
JK,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
KA,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
KL,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
LA,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
LD,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
MH,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
ML,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
MN,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
MP,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
MZ,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
NL,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
OD,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
PB,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
PC,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
RJ,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
SK,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
TN,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
TR,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
TS,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
UK,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
UP,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
WB,electricity,gas,gas (steam/CT),2055,wholesale gas,0.41
AN,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
AP,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
AR,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
AS,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
BR,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
CG,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
CH,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
DD,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
DL,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
DN,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
GA,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
GJ,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
HP,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
HR,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
JH,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
JK,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
KA,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
KL,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
LA,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
LD,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
MH,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
ML,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
MN,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
MP,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
MZ,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
NL,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
OD,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
PB,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
PC,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
RJ,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
SK,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
TN,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
TR,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
TS,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
UK,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
UP,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
WB,electricity,gas,gas (steam/CT),2060,wholesale gas,0.41
AN,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
AP,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
AR,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
AS,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
BR,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
CG,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
CH,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
DD,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
DL,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
DN,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
GA,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
GJ,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
HP,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
HR,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
JH,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
JK,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
KA,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
KL,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
LA,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
LD,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
MH,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
ML,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
MN,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
MP,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
MZ,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
NL,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
OD,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
PB,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
PC,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
RJ,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
SK,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
TN,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
TR,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
TS,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
UK,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
UP,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
WB,electricity,gas,gas (steam/CT),2065,wholesale gas,0.41
AN,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
AP,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
AR,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
AS,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
BR,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
CG,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
CH,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
DD,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
DL,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
DN,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
GA,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
GJ,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
HP,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
HR,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
JH,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
JK,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
KA,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
KL,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
LA,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
LD,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
MH,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
ML,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
MN,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
MP,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
MZ,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
NL,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
OD,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
PB,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
PC,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
RJ,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
SK,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
TN,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
TR,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
TS,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
UK,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
UP,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
WB,electricity,gas,gas (steam/CT),2070,wholesale gas,0.41
AN,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
AP,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
AR,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
AS,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
BR,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
CG,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
CH,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
DD,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
DL,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
DN,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
GA,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
GJ,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
HP,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
HR,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
JH,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
JK,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
KA,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
KL,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
LA,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
LD,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
MH,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
ML,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
MN,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
MP,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
MZ,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
NL,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
OD,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
PB,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
PC,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
RJ,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
SK,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
TN,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
TR,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
TS,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
UK,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
UP,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
WB,electricity,gas,gas (steam/CT),2075,wholesale gas,0.41
AN,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
AP,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
AR,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
AS,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
BR,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
CG,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
CH,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
DD,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
DL,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
DN,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
GA,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
GJ,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
HP,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
HR,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
JH,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
JK,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
KA,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
KL,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
LA,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
LD,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
MH,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
ML,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
MN,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
MP,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
MZ,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
NL,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
OD,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
PB,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
PC,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
RJ,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
SK,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
TN,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
TR,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
TS,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
UK,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
UP,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
WB,electricity,gas,gas (steam/CT),2080,wholesale gas,0.41
AN,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
AP,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
AR,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
AS,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
BR,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
CG,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
CH,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
DD,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
DL,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
DN,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
GA,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
GJ,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
HP,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
HR,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
JH,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
JK,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
KA,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
KL,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
LA,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
LD,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
MH,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
ML,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
MN,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
MP,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
MZ,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
NL,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
OD,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
PB,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
PC,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
RJ,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
SK,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
TN,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
TR,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
TS,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
UK,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
UP,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
WB,electricity,gas,gas (steam/CT),2085,wholesale gas,0.41
AN,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
AP,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
AR,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
AS,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
BR,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
CG,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
CH,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
DD,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
DL,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
DN,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
GA,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
GJ,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
HP,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
HR,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
JH,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
JK,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
KA,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
KL,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
LA,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
LD,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
MH,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
ML,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
MN,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
MP,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
MZ,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
NL,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
OD,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
PB,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
PC,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
RJ,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
SK,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
TN,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
TR,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
TS,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
UK,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
UP,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
WB,electricity,gas,gas (steam/CT),2090,wholesale gas,0.41
AN,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
AP,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
AR,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
AS,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
BR,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
CG,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
CH,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
DD,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
DL,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
DN,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
GA,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
GJ,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
HP,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
HR,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
JH,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
JK,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
KA,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
KL,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
LA,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
LD,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
MH,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
ML,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
MN,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
MP,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
MZ,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
NL,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
OD,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
PB,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
PC,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
RJ,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
SK,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
TN,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
TR,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
TS,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
UK,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
UP,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
WB,electricity,gas,gas (steam/CT),2095,wholesale gas,0.41
AN,electricity,gas,gas (steam/CT),2100,wholesale gas,0.41
AP,electricity,gas,gas (steam/CT),2100,wholesale gas,0.41
AR,electricity,gas,gas (steam/CT),2100,wholesale gas,0.41
AS,electricity,gas,gas (steam/CT),2100,wholesale gas,0.41
